original_time,index
1.129,1
2.158,2
2.385,3
2.706,4
2.865,5
2.888,6
2.928,7
3.202,8
3.459,9
4.135,10
4.855,11
6.121,12
6.845,13
9.146,14
9.684,15
11.87,16
12.923,17
13.019,18
13.677,19
14.192,20
15.066,21
15.577,22
15.59,23
16.64,24
17.043,25
18.53,26
19.204,27
21.743,28
23.582,29
23.606,30
23.863,31
24.214,32
24.51,33
28.367,34
29.739,35
30.052,36
31.98,37
32.756,38
35.097,39
35.187,40
36.399,41
37.028,42
38.232,43
40.47,44
41.33,45
47.606,46
47.963,47
50.577,48
51.238,49
53.926,50
54.894,51
57.976,52
60.756,53
61.111,54
61.261,55
65.149,56
68.245,57
69.834,58
75.216,59
76.601,60
77.609,61
82.101,62
82.282,63
82.571,64
83.116,65
84.597,66
86.077,67
87.258,68
88.013,69
89.562,70
91.37,71
91.633,72
92.213,73
92.435,74
92.806,75
95.992,76
97.402,77
100.342,78
100.562,79
102.017,80
102.279,81
104.207,82
104.812,83
107.498,84
109.067,85
113.055,86
113.676,87
115.809,88
115.877,89
117.473,90
122.307,91
127.645,92
127.837,93
128.879,94
129.111,95
129.522,96
132.609,97
134.106,98
135.431,99
136.513,100
136.613,101
136.697,102
139.149,103
140.125,104
140.591,105
140.837,106
143.632,107
144.176,108
144.333,109
145.295,110
150.67,111
152.99,112
153.18,113
153.342,114
156.707,115
158.122,116
158.261,117
158.361,118
167.097,119
167.966,120
168.526,121
170.452,122
172.577,123
173.998,124
174.535,125
176.097,126
176.331,127
176.915,128
177.503,129
179.304,130
179.553,131
181.327,132
183.147,133
185.998,134
190.125,135
194.39,136
194.494,137
195.134,138
195.849,139
197.124,140
201.484,141
204.095,142
204.553,143
204.725,144
206.264,145
206.732,146
212.686,147
213.135,148
213.266,149
214.554,150
215.409,151
220.418,152
221.006,153
221.385,154
222.441,155
228.187,156
229.327,157
231.691,158
239.929,159
241.922,160
244.072,161
248.334,162
256.505,163
261,164
261.478,165
262.344,166
265.037,167
266.807,168
267.048,169
269.05,170
277.913,171
278.562,172
278.963,173
285.874,174
285.967,175
288.838,176
299.463,177
308.958,178
311.586,179
311.601,180
312.798,181
314.328,182
315.013,183
315.207,184
315.945,185
316.976,186
318.36,187
319.952,188
320.967,189
322.083,190
322.643,191
323.88,192
328.289,193
329.385,194
331.225,195
332.671,196
332.889,197
334.907,198
335.85,199
339.127,200
340.668,201
340.916,202
345.451,203
347.098,204
348.509,205
349.81,206
350.214,207
353.568,208
354.087,209
358.72,210
358.896,211
360.236,212
363.018,213
363.653,214
366.135,215
369.262,216
370.349,217
370.488,218
371.514,219
372.675,220
375.292,221
378.447,222
379.17,223
382.077,224
382.191,225
383.62,226
385.47,227
385.754,228
387.329,229
397.061,230
399.859,231
402.166,232
403.543,233
405.602,234
407.92,235
407.951,236
408.552,237
410.655,238
411.187,239
411.793,240
412.935,241
415.642,242
419.117,243
421.704,244
425.457,245
427.217,246
428.968,247
430.155,248
434.659,249
434.719,250
436.696,251
436.888,252
437.429,253
438.686,254
438.964,255
444.592,256
450.848,257
453.148,258
461.771,259
462.788,260
475.941,261
478.573,262
479.31,263
481.162,264
481.449,265
482.691,266
487.563,267
487.622,268
499.568,269
516.946,270
520.461,271
521.008,272
522.045,273
526.758,274
535.88,275
545.495,276
551.769,277
556.014,278
557.642,279
562.463,280
565.275,281
567.801,282
570.41,283
574.019,284
575.968,285
576.527,286
582.695,287
591.557,288
596.297,289
596.981,290
602.522,291
609.699,292
615.882,293
617.64,294
621.371,295
626.565,296
636.77,297
636.826,298
637.22,299
638.551,300
642.087,301
644.067,302
662.649,303
663.523,304
666.195,305
670.184,306
679.275,307
690.006,308
696.051,309
701.167,310
709.863,311
714.229,312
716.091,313
721.177,314
737.608,315
