../SAT2019/sr2019/new/Bebel/toughsat_24bits_3.cnf,SAT,50.150
../SAT2018/Manthey/Problem14_label57_false-unreach-call.c.cnf,SAT,149.076
../SAT2018/Harder/ecarev-110-1031-23-40-8.cnf,SAT,297.370
../SAT2018/final/CRIL/T105.2.0.cnf,UNSAT,301.976
../SAT2019/sr2019/old/sokoban-p16.sas.ex.19-sc2016.cnf,-,5000.280
../SAT2018/Chen/20180321_140833987_p_cnf_320_1120.cnf,-,5000.016
../SAT2019/sr2019/new/Zhou/CarSequencing-90-01_c18.cnf,SAT,121.167
../SAT2019/sr2019/old/par32-1-c.shuffled-as.sat03-1531-sc2002.cnf,-,5000.023
../SAT2019/sr2019/new/Chen/hcp_d22_22.cnf,-,5000.083
../SAT2018/Biere/sdiv20prop.cnf,-,5000.019
../SAT2019/sr2019/old/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07-sc2007.cnf,UNSAT,527.295
../SAT2019/sr2019/new/Zaikin/Grain_no_init_ver1_out200_known_last105_0.cnf,SAT,1291.913
../SAT2019/sr2019/old/mrpp_6x6#12_24-sc2013.cnf,SAT,43.459
../SAT2019/sr2019/old/20180326_095804936_p_cnf_320_1120-sc2018.cnf,-,5000.005
../SAT2018/final/Johnson/sted5_0x0-70.cnf,-,5000.027
../SAT2019/sr2019/old/hwb-n26-01-S1957858365.shuffled-as.sat03-1622-sc2002.cnf,UNSAT,522.336
../SAT2019/sr2019/old/rubikcube701-sc2017.cnf,UNSAT,405.618
../SAT2019/sr2019/old/slp-synthesis-aes-bottom18-sc2011.cnf,-,5000.023
../SAT2018/Heule/CNP-5-1000.cnf,SAT,263.978
../SAT2018/Ehlers/ex067_10.cnf,SAT,177.594
../SAT2018/Heusser/satcoin-genesis-SAT-32.cnf,SAT,16.778
../SAT2018/Heule/CNP-5-1800.cnf,SAT,136.025
../SAT2018/Jingchao/e_rphp056_05.cnf,-,5000.027
../SAT2018/final/Collatz/ax-d-4-7-5.cnf,-,5000.032
../SAT2019/sr2019/new/Biere/eqsparcl12bpwtrc12.cnf,-,5000.015
../SAT2019/sr2019/old/gus-md5-14-sc2009.cnf,-,5000.027
../SAT2018/Ehlers/ex015_14.cnf,-,5000.062
../SAT2019/sr2019/new/Skladanivskyy/sha1r17m145ABCD_p.cnf,SAT,3574.964
../SAT2019/sr2019/old/partial-5-11-u-sc2007.cnf,-,5000.034
../SAT2018/Heusser/satcoin-genesis-SAT-512.cnf,SAT,28.538
../SAT2018/Biere/sdiv40prop.cnf,-,5000.184
../SAT2019/sr2019/old/003-sc2013.cnf,SAT,1329.625
../SAT2018/final/Johnson/sted5_0x0-60.cnf,-,5000.032
../SAT2018/final/Zhou/si2-b06m-m1000-03.cnf,SAT,129.837
../SAT2019/sr2019/old/x2_128.shuffled-as.sat03-1598-sc2002.cnf,-,5000.011
../SAT2018/final/CRIL/T87.2.0.cnf,UNSAT,484.582
../SAT2018/Scheel/cms-scheel-md5-families-r24-c7-p1-5-6-12-16-18-19.cnf,SAT,2558.420
../SAT2019/sr2019/old/Nb7T44-sc2017.cnf,-,5000.042
