,cadical,cadical-chrono,cadical-trail,cadical-append,cadical-2levels-ahead,maplelcmdist,maplelcmdist-chrono,maplelcmdist-trail,maplelcmdist-chrono-dl,maplelcmdist-trail-dl
instances solved,527,515,520,518,524,458,470,472,482,473
