../SAT2019/sr2019/new/Bebel/toughsat_24bits_3.cnf,SAT,72.876
../SAT2018/Manthey/Problem14_label57_false-unreach-call.c.cnf,SAT,96.090
../SAT2018/Harder/ecarev-110-1031-23-40-8.cnf,SAT,977.435
../SAT2018/final/CRIL/T105.2.0.cnf,UNSAT,434.495
../SAT2019/sr2019/old/sokoban-p16.sas.ex.19-sc2016.cnf,-,5000.052
../SAT2018/Chen/20180321_140833987_p_cnf_320_1120.cnf,-,5000.005
../SAT2019/sr2019/new/Zhou/CarSequencing-90-01_c18.cnf,SAT,59.586
../SAT2019/sr2019/old/par32-1-c.shuffled-as.sat03-1531-sc2002.cnf,-,5000.043
../SAT2019/sr2019/new/Chen/hcp_d22_22.cnf,-,5000.013
../SAT2018/Biere/sdiv20prop.cnf,-,5000.004
../SAT2019/sr2019/old/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07-sc2007.cnf,UNSAT,2494.292
../SAT2019/sr2019/new/Zaikin/Grain_no_init_ver1_out200_known_last105_0.cnf,SAT,60.926
../SAT2019/sr2019/old/mrpp_6x6#12_24-sc2013.cnf,SAT,6.629
../SAT2019/sr2019/old/20180326_095804936_p_cnf_320_1120-sc2018.cnf,-,5000.005
../SAT2018/final/Johnson/sted5_0x0-70.cnf,-,5000.013
../SAT2019/sr2019/old/hwb-n26-01-S1957858365.shuffled-as.sat03-1622-sc2002.cnf,UNSAT,1895.952
../SAT2019/sr2019/old/rubikcube701-sc2017.cnf,UNSAT,3376.960
../SAT2019/sr2019/old/slp-synthesis-aes-bottom18-sc2011.cnf,-,5000.012
../SAT2018/Heule/CNP-5-1000.cnf,SAT,112.724
../SAT2018/Ehlers/ex067_10.cnf,SAT,34.397
../SAT2018/Heusser/satcoin-genesis-SAT-32.cnf,SAT,4.439
../SAT2018/Heule/CNP-5-1800.cnf,SAT,31.569
../SAT2018/Jingchao/e_rphp056_05.cnf,-,5000.014
../SAT2018/final/Collatz/ax-d-4-7-5.cnf,SAT,1231.886
../SAT2019/sr2019/new/Biere/eqsparcl12bpwtrc12.cnf,-,5000.011
../SAT2019/sr2019/old/gus-md5-14-sc2009.cnf,-,5000.008
../SAT2018/Ehlers/ex015_14.cnf,-,5000.038
../SAT2019/sr2019/new/Skladanivskyy/sha1r17m145ABCD_p.cnf,SAT,1552.996
../SAT2019/sr2019/old/partial-5-11-u-sc2007.cnf,-,5000.015
../SAT2018/Heusser/satcoin-genesis-SAT-512.cnf,SAT,49.437
../SAT2018/Biere/sdiv40prop.cnf,-,5000.010
../SAT2019/sr2019/old/003-sc2013.cnf,SAT,3103.594
../SAT2018/final/Johnson/sted5_0x0-60.cnf,-,5000.016
../SAT2018/final/Zhou/si2-b06m-m1000-03.cnf,SAT,28.321
../SAT2019/sr2019/old/x2_128.shuffled-as.sat03-1598-sc2002.cnf,-,5000.020
../SAT2018/final/CRIL/T87.2.0.cnf,UNSAT,875.940
../SAT2018/Scheel/cms-scheel-md5-families-r24-c7-p1-5-6-12-16-18-19.cnf,SAT,1081.988
../SAT2019/sr2019/old/Nb7T44-sc2017.cnf,SAT,92.936
../SAT2018/final/Collatz/mod8-abd-yad.rules.7-7.cnf,SAT,75.061
../SAT2018/Heule/CNP-5-700.cnf,SAT,39.847
../SAT2019/sr2019/old/EDP3-70000-sc2014.cnf,-,5000.051
../SAT2019/sr2019/old/Schur_161_5_d22-sc2016.cnf,-,5000.019
../SAT2018/Heusser/satcoin-genesis-SAT-1024.cnf,SAT,116.018
../SAT2019/sr2019/new/Heule/MM-23-2-2-3-A.cnf,-,5000.013
../SAT2019/sr2019/new/Bebel/toughsat_28bits_0.cnf,-,5000.005
../SAT2018/Xiao/Nb37T6.cnf,UNSAT,681.720
../SAT2019/sr2019/new/Zhou/knight_20.cnf,-,5000.040
../SAT2019/sr2019/new/Biere/eqbpdtlf14spdtlf14.cnf,-,5000.007
../SAT2019/sr2019/old/ezfact64_8.shuffled-as.sat03-1524-sc2002.cnf,SAT,109.207
../SAT2019/sr2019/new/Skladanivskyy/sha1r17m145ABCD.cnf,SAT,2402.722
../SAT2018/Ehlers/ex177_12.cnf,-,5000.084
../SAT2019/sr2019/new/Savicky/size_4_4_4_i4295_r8.cnf,UNSAT,246.239
../SAT2018/Scheel/cms-scheel-md5-families-r24-c6-p1-4-6-13-14-18.cnf,SAT,1734.344
../SAT2019/sr2019/old/uniqinv47prop-sc2018.cnf,UNSAT,2849.478
../SAT2019/sr2019/new/vonHolten/b1904P1-8x8c6h7SAT.cnf,-,5000.033
../SAT2018/Heule/CNP-5-500.cnf,SAT,40.861
../SAT2019/sr2019/new/Zaikin/ASG_72_keystream76_1.cnf,SAT,2599.183
../SAT2018/Mayer-Eichberger/9-4-10.cnf,-,5000.019
../SAT2019/sr2019/old/QG7a-gensys-icl001.sat05-3822.reshuffled-07-sc2007.cnf,UNSAT,81.761
../SAT2019/sr2019/old/aes_32_3_keyfind_1-sc2011.cnf,SAT,2447.269
../SAT2018/Manthey/Problem14_label19_true-unreach-call.c.cnf,UNSAT,104.619
../SAT2019/sr2019/new/Zaikin/Trivium_no_init_out350_known_last143_1_u.cnf,UNSAT,1563.654
../SAT2019/sr2019/old/ezfact64_6.shuffled-as.sat03-1522-sc2002.cnf,SAT,315.550
../SAT2019/sr2019/new/Skladanivskyy/sha1r17m75a.cnf,SAT,234.548
../SAT2018/Chowdhury/gto_p50c314_1.cnf,-,5000.023
